table,order,himpl,blen,timens
64-64,16,f,0,183536
64-64,16,f,0,306732
64-64,16,f,0,173759
64-64,16,f,0,195339
64-64,16,f,0,184095
64-64,16,f,0,184235
64-64,16,f,0,209097
64-64,16,f,0,199878
64-64,16,f,0,184514
64-64,16,f,0,203929
64-64,16,f,0,173270
64-64,16,f,0,198901
64-64,16,f,0,172432
64-64,16,f,0,184932
64-64,16,f,0,232912
64-64,16,f,0,183746
64-64,16,f,0,184514
64-64,16,f,0,256377
64-64,16,f,0,183117
64-64,16,f,0,216081
64-64,16,f,0,187238
64-64,16,f,0,184862
64-64,16,f,0,172571
64-64,16,f,0,183816
64-64,16,f,0,209097
64-64,16,f,0,172711
64-64,16,f,0,209586
64-64,16,f,0,173340
64-64,16,f,0,197784
64-64,16,f,0,337390
64-64,16,f,0,186190
64-64,16,f,0,184653
64-64,16,f,0,173270
64-64,16,f,0,183396
64-64,16,f,0,198830
64-64,16,f,0,184793
64-64,16,f,0,185073
64-64,16,f,0,181510
64-64,16,f,0,199459
64-64,16,f,0,216919
64-64,16,f,0,172921
64-64,16,f,0,198063
64-64,16,f,0,173269
64-64,16,f,0,184583
64-64,16,f,0,197364
64-64,16,f,0,187656
64-64,16,f,0,185422
64-64,16,f,0,172780
64-64,16,f,0,208957
64-64,16,f,0,208468
64-64,16,f,0,186260
64-64,16,f,0,184025
64-64,16,f,0,206233
64-64,16,f,0,183117
64-64,16,f,0,218386
64-64,16,f,0,191707
64-64,16,f,0,184793
64-64,16,f,0,172711
64-64,16,f,0,183815
64-64,16,f,0,218734
64-64,16,f,0,186469
64-64,16,f,0,209865
64-64,16,f,0,172781
64-64,16,f,0,183536
64-64,16,f,0,209865
64-64,16,f,0,173199
64-64,16,f,0,183536
64-64,16,f,0,181371
64-64,16,f,0,183327
64-64,16,f,0,184933
64-64,16,f,0,185213
64-64,16,f,0,183536
64-64,16,f,0,202113
64-64,16,f,0,182348
64-64,16,f,0,198062
64-64,16,f,0,188425
64-64,16,f,0,185491
64-64,16,f,0,187866
64-64,16,f,0,183675
64-64,16,f,0,184513
64-64,16,f,0,173060
64-64,16,f,0,183396
64-64,16,f,0,230677
64-64,16,f,0,178368
64-64,16,f,0,200157
64-64,16,f,0,187167
64-64,16,f,0,197503
64-64,16,f,0,365536
64-64,16,f,0,172082
64-64,16,f,0,218526
64-64,16,f,0,172781
64-64,16,f,0,184374
64-64,16,f,0,216011
64-64,16,f,0,173479
64-64,16,f,0,183257
64-64,16,f,0,197993
64-64,16,f,0,183257
64-64,16,f,0,215243
64-64,16,f,0,204348
64-64,16,f,0,184654
64-64,16,f,0,174806
64-64,16,f,0,183047
64-64,16,f,0,209097
64-64,16,f,0,172990
64-64,16,f,0,183745
64-64,16,f,0,173549
64-64,16,f,0,183955
64-64,16,f,0,198830
64-64,16,f,0,173339
64-64,16,f,0,183117
64-64,16,f,0,172920
64-64,16,f,0,192755
64-64,16,f,0,370354
64-64,16,f,0,172292
64-64,16,f,0,183187
64-64,16,f,0,173339
64-64,16,f,0,201345
64-64,16,f,0,197993
64-64,16,f,0,177251
64-64,16,f,0,185422
64-64,16,f,0,168661
64-64,16,f,0,180743
64-64,16,f,0,195618
64-64,16,f,0,172361
64-64,16,f,0,184863
64-64,16,f,0,172851
64-64,16,f,0,181860
64-64,16,f,0,183187
64-64,16,f,0,183536
64-64,16,f,0,183676
64-64,16,f,0,173549
64-64,16,f,0,199110
64-64,16,f,0,182768
64-64,16,f,0,172781
64-64,16,f,0,184723
64-64,16,f,0,173270
64-64,16,f,0,183186
64-64,16,f,0,196596
64-64,16,f,0,172920
64-64,16,f,0,184863
64-64,16,f,0,184793
64-64,16,f,0,206652
64-64,16,f,0,185002
64-64,16,f,0,195129
64-64,16,f,0,184444
64-64,16,f,0,187657
64-64,16,f,0,207421
64-64,16,f,0,184305
64-64,16,f,0,173339
64-64,16,f,0,198761
64-64,16,f,0,187377
64-64,16,f,0,199529
64-64,16,f,0,185212
64-64,16,f,0,173270
64-64,16,f,0,184653
64-64,16,f,0,187796
64-64,16,f,0,182977
64-64,16,f,0,196317
64-64,16,f,0,195897
64-64,16,f,0,183326
64-64,16,f,0,173340
64-64,16,f,0,183466
64-64,16,f,0,216500
64-64,16,f,0,172991
64-64,16,f,0,185212
64-64,16,f,0,172711
64-64,16,f,0,183606
64-64,16,f,0,195898
64-64,16,f,0,172572
64-64,16,f,0,211611
64-64,16,f,0,178996
64-64,16,f,0,183256
64-64,16,f,0,210424
64-64,16,f,0,197504
64-64,16,f,0,184514
64-64,16,f,0,204208
64-64,16,f,0,181930
64-64,16,f,0,210284
64-64,16,f,0,174178
64-64,16,f,0,183326
64-64,16,f,0,172571
64-64,16,f,0,182000
64-64,16,f,0,202882
64-64,16,f,0,172851
64-64,16,f,0,184723
64-64,16,f,0,364138
64-64,16,f,0,173758
64-64,16,f,0,198761
64-64,16,f,0,204767
64-64,16,f,0,183117
64-64,16,f,0,220480
64-64,16,f,0,187866
64-64,16,f,0,234658
64-64,16,f,0,194850
64-64,16,f,0,193243
64-64,16,f,0,184374
64-64,16,f,0,182348
64-64,16,f,0,183606
64-64,16,f,0,184235
64-64,16,f,0,183745
64-64,16,f,0,183675
64-64,16,f,0,184723
64-64,16,f,0,185003
64-64,16,f,0,184584
64-64,16,f,0,205046
64-64,16,f,0,197923
64-64,16,f,0,172361
64-64,16,f,0,184514
64-64,16,f,0,172781
64-64,16,f,0,208538
64-64,16,f,0,205745
64-64,16,f,0,200716
64-64,16,f,0,185561
64-64,16,f,0,172920
64-64,16,f,0,183396
64-64,16,f,0,183117
64-64,16,f,0,173130
64-64,16,f,0,203161
64-64,16,f,0,204348
64-64,16,f,0,183746
64-64,16,f,0,191568
64-64,16,f,0,173130
64-64,16,f,0,207770
64-64,16,f,0,172920
64-64,16,f,0,205465
64-64,16,f,0,195618
64-64,16,f,0,172850
64-64,16,f,0,216220
64-64,16,f,0,179486
64-64,16,f,0,183606
64-64,16,f,0,189193
64-64,16,f,0,185212
64-64,16,f,0,184654
64-64,16,f,0,167962
64-64,16,f,0,194850
64-64,16,f,0,202322
64-64,16,f,0,173060
64-64,16,f,0,183676
64-64,16,f,0,195618
64-64,16,f,0,185002
64-64,16,f,0,185212
64-64,16,f,0,205046
64-64,16,f,0,184025
64-64,16,f,0,184443
64-64,16,f,0,182419
64-64,16,f,0,196945
64-64,16,f,0,173688
64-64,16,f,0,183467
64-64,16,f,0,183606
64-64,16,f,0,195549
64-64,16,f,0,197015
64-64,16,f,0,173200
64-64,16,f,0,209236
64-64,16,f,0,173200
64-64,16,f,0,206024
64-64,16,f,0,197783
64-64,16,f,0,174318
64-64,16,f,0,184304
64-64,16,f,0,199668
64-64,16,f,0,199040
64-64,16,f,0,198970
64-64,16,f,0,187866
64-64,16,f,0,204139
64-64,16,f,0,203999
64-64,16,f,0,205885
64-64,16,f,0,184513
64-64,16,f,0,173130
64-64,16,f,0,185002
64-64,16,f,0,173479
64-64,16,f,0,182628
64-64,16,f,0,206304
64-64,16,f,0,197504
64-64,16,f,0,198900
64-64,16,f,0,173689
64-64,16,f,0,192754
64-64,16,f,0,195409
64-64,16,f,0,196177
64-64,16,f,0,183815
64-64,16,f,0,198552
64-64,16,f,0,181371
64-64,16,f,0,208538
64-64,16,f,0,172920
64-64,16,f,0,199598
64-64,16,f,0,196317
64-64,16,f,0,197085
64-64,16,f,0,215522
64-64,16,f,0,195618
64-64,16,f,0,184514
64-64,16,f,0,195129
64-64,16,f,0,204697
64-64,16,f,0,191916
64-64,16,f,0,197015
64-64,16,f,0,206024
64-64,16,f,0,172571
64-64,16,f,0,201205
64-64,16,f,0,210983
64-64,16,f,0,187377
64-64,16,f,0,183955
64-64,16,f,0,240105
64-64,16,f,0,179974
64-64,16,f,0,184793
64-64,16,f,0,173479
64-64,16,f,0,184024
64-64,16,f,0,211332
64-64,16,f,0,184653
64-64,16,f,0,185003
64-64,16,f,0,173270
64-64,16,f,0,205186
64-64,16,f,0,199389
64-64,16,f,0,196107
64-64,16,f,0,189473
64-64,16,f,0,204348
64-64,16,f,0,184095
64-64,16,f,0,185002
64-64,16,f,0,172572
64-64,16,f,0,184863
64-64,16,f,0,172990
64-64,16,f,0,183815
64-64,16,f,0,197574
64-64,16,f,0,173340
64-64,16,f,0,202881
64-64,16,f,0,173130
64-64,16,f,0,183326
64-64,16,f,0,212589
64-64,16,f,0,198970
64-64,16,f,0,216221
64-64,16,f,0,173269
64-64,16,f,0,203510
64-64,16,f,0,209237
64-64,16,f,0,172502
64-64,16,f,0,208468
64-64,16,f,0,173130
64-64,16,f,0,202742
64-64,16,f,0,212589
64-64,16,f,0,172711
64-64,16,f,0,185631
64-64,16,f,0,173340
64-64,16,f,0,184024
64-64,16,f,0,204138
64-64,16,f,0,173200
64-64,16,f,0,185701
64-64,16,f,0,191498
64-64,16,f,0,190380
64-64,16,f,0,187167
64-64,16,f,0,174177
64-64,16,f,0,205256
64-64,16,f,0,177530
64-64,16,f,0,207212
64-64,16,f,0,196945
64-64,16,f,0,197992
64-64,16,f,0,203371
64-64,16,f,0,179206
64-64,16,f,0,179765
64-64,16,f,0,198551
64-64,16,f,0,173130
64-64,16,f,0,204488
64-64,16,f,0,270834
64-64,16,f,0,191846
64-64,16,f,0,214475
64-64,16,f,0,173410
64-64,16,f,0,202811
64-64,16,f,0,376221
64-64,16,f,0,205674
64-64,16,f,0,211611
64-64,16,f,0,172850
64-64,16,f,0,207491
64-64,16,f,0,276491
64-64,16,f,0,173340
64-64,16,f,0,197155
64-64,16,f,0,173479
64-64,16,f,0,194361
64-64,16,f,0,198342
64-64,16,f,0,202741
64-64,16,f,0,184304
64-64,16,f,0,200577
64-64,16,f,0,184514
64-64,16,f,0,184933
64-64,16,f,0,173689
64-64,16,f,0,210145
64-64,16,f,0,204557
64-64,16,f,0,209097
64-64,16,f,0,211053
64-64,16,f,0,173549
64-64,16,f,0,184235
64-64,16,f,0,173549
64-64,16,f,0,202812
64-64,16,f,0,208608
64-64,16,f,0,173410
64-64,16,f,0,184374
64-64,16,f,0,193174
64-64,16,f,0,184444
64-64,16,f,0,235706
64-64,16,f,0,173689
64-64,16,f,0,196596
64-64,16,f,0,180882
64-64,16,f,0,184374
64-64,16,f,0,220900
64-64,16,f,0,173340
64-64,16,f,0,185352
64-64,16,f,0,183187
64-64,16,f,0,205535
64-64,16,f,0,184095
64-64,16,f,0,204557
64-64,16,f,0,184514
64-64,16,f,0,198411
64-64,16,f,0,182977
64-64,16,f,0,196176
64-64,16,f,0,173130
64-64,16,f,0,208538
64-64,16,f,0,173269
64-64,16,f,0,184724
64-64,16,f,0,183675
64-64,16,f,0,197783
64-64,16,f,0,205046
64-64,16,f,0,172641
64-64,16,f,0,214824
64-64,16,f,0,207910
64-64,16,f,0,173130
64-64,16,f,0,184514
64-64,16,f,0,172711
64-64,16,f,0,183885
64-64,16,f,0,184514
64-64,16,f,0,174108
64-64,16,f,0,198411
64-64,16,f,0,168940
64-64,16,f,0,208050
64-64,16,f,0,196037
64-64,16,f,0,182348
64-64,16,f,0,189402
64-64,16,f,0,193663
64-64,16,f,0,182628
64-64,16,f,0,197294
64-64,16,f,0,173130
64-64,16,f,0,185003
64-64,16,f,0,169149
64-64,16,f,0,180883
64-64,16,f,0,199459
64-64,16,f,0,184234
64-64,16,f,0,185003
64-64,16,f,0,197364
64-64,16,f,0,181441
64-64,16,f,0,184094
64-64,16,f,0,209097
64-64,16,f,0,184584
64-64,16,f,0,168870
64-64,16,f,0,195129
64-64,16,f,0,184094
64-64,16,f,0,173689
64-64,16,f,0,200018
64-64,16,f,0,173270
64-64,16,f,0,194361
64-64,16,f,0,194151
64-64,16,f,0,173898
64-64,16,f,0,183746
64-64,16,f,0,203300
64-64,16,f,0,187656
64-64,16,f,0,203300
64-64,16,f,0,197224
64-64,16,f,0,184584
64-64,16,f,0,201554
64-64,16,f,0,183606
64-64,16,f,0,205116
64-64,16,f,0,173339
64-64,16,f,0,183187
64-64,16,f,0,198691
64-64,16,f,0,179974
64-64,16,f,0,183746
64-64,16,f,0,172501
64-64,16,f,0,182559
64-64,16,f,0,184304
64-64,16,f,0,172432
64-64,16,f,0,203859
64-64,16,f,0,179276
64-64,16,f,0,209447
64-64,16,f,0,184234
64-64,16,f,0,187238
64-64,16,f,0,198272
64-64,16,f,0,181650
64-64,16,f,0,210005
64-64,16,f,0,213357
64-64,16,f,0,194710
64-64,16,f,0,184305
64-64,16,f,0,188914
64-64,16,f,0,198971
64-64,16,f,0,197573
64-64,16,f,0,173759
64-64,16,f,0,203370
64-64,16,f,0,203859
64-64,16,f,0,183326
64-64,16,f,0,196876
64-64,16,f,0,199110
64-64,16,f,0,209516
64-64,16,f,0,194431
64-64,16,f,0,206094
64-64,16,f,0,196875
64-64,16,f,0,173200
64-64,16,f,0,208818
64-64,16,f,0,173619
64-64,16,f,0,183536
64-64,16,f,0,196806
64-64,16,f,0,192545
64-64,16,f,0,205674
64-64,16,f,0,172571
64-64,16,f,0,209237
64-64,16,f,0,199529
64-64,16,f,0,191568
64-64,16,f,0,185213
64-64,16,f,0,173199
64-64,16,f,0,183745
64-64,16,f,0,184025
64-64,16,f,0,276980
64-64,16,f,0,184305
64-64,16,f,0,197294
64-64,16,f,0,207700
64-64,16,f,0,183676
64-64,16,f,0,172921
64-64,16,f,0,198552
64-64,16,f,0,188564
64-64,16,f,0,183326
64-64,16,f,0,197992
64-64,16,f,0,172711
64-64,16,f,0,209446
64-64,16,f,0,195129
64-64,16,f,0,183815
64-64,16,f,0,216221
64-64,16,f,0,184234
64-64,16,f,0,184793
64-64,16,f,0,173200
64-64,16,f,0,182628
64-64,16,f,0,228512
64-64,16,f,0,183746
64-64,16,f,0,184234
64-64,16,f,0,206583
64-64,16,f,0,197783
64-64,16,f,0,198900
64-64,16,f,0,173270
64-64,16,f,0,183955
64-64,16,f,0,188006
64-64,16,f,0,207561
64-64,16,f,0,184584
64-64,16,f,0,198063
64-64,16,f,0,184514
64-64,16,f,0,185631
64-64,16,f,0,183327
64-64,16,f,0,197084
64-64,16,f,0,191497
64-64,16,f,0,200367
64-64,16,f,0,204837
64-64,16,f,0,202253
64-64,16,f,0,192825
64-64,16,f,0,173619
64-64,16,f,0,185282
64-64,16,f,0,188355
64-64,16,f,0,184095
64-64,16,f,0,184723
64-64,16,f,0,172432
64-64,16,f,0,184723
64-64,16,f,0,183257
64-64,16,f,0,198970
64-64,16,f,0,196805
64-64,16,f,0,208888
64-64,16,f,0,199180
64-64,16,f,0,172990
64-64,16,f,0,198202
64-64,16,f,0,197294
64-64,16,f,0,173410
64-64,16,f,0,189123
64-64,16,f,0,203091
64-64,16,f,0,194431
64-64,16,f,0,182628
64-64,16,f,0,180044
64-64,16,f,0,182000
64-64,16,f,0,205605
64-64,16,f,0,173689
64-64,16,f,0,216500
64-64,16,f,0,173200
64-64,16,f,0,182838
64-64,16,f,0,183675
64-64,16,f,0,184584
64-64,16,f,0,184304
64-64,16,f,0,172572
64-64,16,f,0,188006
64-64,16,f,0,219643
64-64,16,f,0,184794
64-64,16,f,0,185003
64-64,16,f,0,197364
64-64,16,f,0,182279
64-64,16,f,0,186470
64-64,16,f,0,172571
64-64,16,f,0,185002
64-64,16,f,0,173130
64-64,16,f,0,181859
64-64,16,f,0,211052
64-64,16,f,0,173689
64-64,16,f,0,180183
64-64,16,f,0,184165
64-64,16,f,0,194641
64-64,16,f,0,184583
64-64,16,f,0,172850
64-64,16,f,0,184235
64-64,16,f,0,173199
64-64,16,f,0,183815
64-64,16,f,0,198691
64-64,16,f,0,173409
64-64,16,f,0,184583
64-64,16,f,0,172921
64-64,16,f,0,198552
64-64,16,f,0,196317
64-64,16,f,0,172921
64-64,16,f,0,184723
64-64,16,f,0,187587
64-64,16,f,0,183117
64-64,16,f,0,195898
64-64,16,f,0,173968
64-64,16,f,0,184793
64-64,16,f,0,172781
64-64,16,f,0,183606
64-64,16,f,0,184933
64-64,16,f,0,183815
64-64,16,f,0,185282
64-64,16,f,0,193453
64-64,16,f,0,184863
64-64,16,f,0,184165
64-64,16,f,0,208957
64-64,16,f,0,183536
64-64,16,f,0,172711
64-64,16,f,0,193384
64-64,16,f,0,196316
64-64,16,f,0,173061
64-64,16,f,0,183606
64-64,16,f,0,184793
64-64,16,f,0,182558
64-64,16,f,0,223694
64-64,16,f,0,192056
64-64,16,f,0,185282
64-64,16,f,0,173689
64-64,16,f,0,183536
64-64,16,f,0,210843
64-64,16,f,0,188355
64-64,16,f,0,209376
64-64,16,f,0,191567
64-64,16,f,0,182838
64-64,16,f,0,185352
64-64,16,f,0,172991
64-64,16,f,0,185562
64-64,16,f,0,172432
64-64,16,f,0,183117
64-64,16,f,0,196107
64-64,16,f,0,173200
64-64,16,f,0,183956
64-64,16,f,0,172641
64-64,16,f,0,184723
64-64,16,f,0,185002
64-64,16,f,0,172781
64-64,16,f,0,217408
64-64,16,f,0,172781
64-64,16,f,0,197643
64-64,16,f,0,197783
64-64,16,f,0,172571
64-64,16,f,0,183816
64-64,16,f,0,173829
64-64,16,f,0,184374
64-64,16,f,0,195898
64-64,16,f,0,172152
64-64,16,f,0,183187
64-64,16,f,0,172990
64-64,16,f,0,183117
64-64,16,f,0,195548
64-64,16,f,0,172501
64-64,16,f,0,183466
64-64,16,f,0,173619
64-64,16,f,0,182628
64-64,16,f,0,209027
64-64,16,f,0,173340
64-64,16,f,0,184304
64-64,16,f,0,173340
64-64,16,f,0,183605
64-64,16,f,0,197853
64-64,16,f,0,172851
64-64,16,f,0,186050
64-64,16,f,0,172431
64-64,16,f,0,210215
64-64,16,f,0,210075
64-64,16,f,0,194082
64-64,16,f,0,185631
64-64,16,f,0,172641
64-64,16,f,0,184584
64-64,16,f,0,184094
64-64,16,f,0,173549
64-64,16,f,0,186190
64-64,16,f,0,173200
64-64,16,f,0,206094
64-64,16,f,0,212170
64-64,16,f,0,178996
64-64,16,f,0,185701
64-64,16,f,0,173200
64-64,16,f,0,184863
64-64,16,f,0,195129
64-64,16,f,0,172780
64-64,16,f,0,184723
64-64,16,f,0,185491
64-64,16,f,0,183816
64-64,16,f,0,195618
64-64,16,f,0,172850
64-64,16,f,0,211262
64-64,16,f,0,172432
64-64,16,f,0,184513
64-64,16,f,0,184794
64-64,16,f,0,174247
64-64,16,f,0,185212
64-64,16,f,0,197504
64-64,16,f,0,183047
64-64,16,f,0,211890
64-64,16,f,0,173549
64-64,16,f,0,185980
64-64,16,f,0,172501
64-64,16,f,0,184374
64-64,16,f,0,185003
64-64,16,f,0,173479
64-64,16,f,0,185003
64-64,16,f,0,201973
64-64,16,f,0,183606
64-64,16,f,0,198970
64-64,16,f,0,186400
64-64,16,f,0,208189
64-64,16,f,0,194990
64-64,16,f,0,204138
64-64,16,f,0,219992
64-64,16,f,0,215732
64-64,16,f,0,183606
64-64,16,f,0,192685
64-64,16,f,0,183536
64-64,16,f,0,184584
64-64,16,f,0,173479
64-64,16,f,0,206792
64-64,16,f,0,185281
64-64,16,f,0,183396
64-64,16,f,0,191846
64-64,16,f,0,173060
64-64,16,f,0,184025
64-64,16,f,0,172921
64-64,16,f,0,204767
64-64,16,f,0,196107
64-64,16,f,0,172292
64-64,16,f,0,183885
64-64,16,f,0,173130
64-64,16,f,0,184304
64-64,16,f,0,226626
64-64,16,f,0,172780
64-64,16,f,0,184094
64-64,16,f,0,172781
64-64,16,f,0,207839
64-64,16,f,0,197295
64-64,16,f,0,172851
64-64,16,f,0,184513
64-64,16,f,0,172920
64-64,16,f,0,184933
64-64,16,f,0,195200
64-64,16,f,0,173339
64-64,16,f,0,202183
64-64,16,f,0,192545
64-64,16,f,0,193872
64-64,16,f,0,212519
64-64,16,f,0,184165
64-64,16,f,0,183676
64-64,16,f,0,173339
64-64,16,f,0,183955
64-64,16,f,0,184025
64-64,16,f,0,172292
64-64,16,f,0,184514
64-64,16,f,0,173828
64-64,16,f,0,182908
64-64,16,f,0,209376
64-64,16,f,0,201554
64-64,16,f,0,183815
64-64,16,f,0,191987
64-64,16,f,0,203859
64-64,16,f,0,184793
64-64,16,f,0,173130
64-64,16,f,0,183746
64-64,16,f,0,172990
64-64,16,f,0,185631
64-64,16,f,0,208119
64-64,16,f,0,173060
64-64,16,f,0,205605
64-64,16,f,0,183746
64-64,16,f,0,183676
64-64,16,f,0,183676
64-64,16,f,0,184304
64-64,16,f,0,183466
64-64,16,f,0,188355
64-64,16,f,0,203440
64-64,16,f,0,185491
64-64,16,f,0,172431
64-64,16,f,0,186120
64-64,16,f,0,191637
64-64,16,f,0,183885
64-64,16,f,0,206722
64-64,16,f,0,173339
64-64,16,f,0,184723
64-64,16,f,0,172991
64-64,16,f,0,183745
64-64,16,f,0,260009
64-64,16,f,0,178647
64-64,16,f,0,209795
64-64,16,f,0,173340
64-64,16,f,0,184094
64-64,16,f,0,216081
64-64,16,f,0,194640
64-64,16,f,0,183606
64-64,16,f,0,185562
64-64,16,f,0,184304
64-64,16,f,0,184234
64-64,16,f,0,173270
64-64,16,f,0,185003
64-64,16,f,0,173479
64-64,16,f,0,183816
64-64,16,f,0,211681
64-64,16,f,0,195269
64-64,16,f,0,185072
64-64,16,f,0,173200
64-64,16,f,0,184024
64-64,16,f,0,185282
64-64,16,f,0,197992
64-64,16,f,0,184793
64-64,16,f,0,172781
64-64,16,f,0,206932
64-64,16,f,0,197294
64-64,16,f,0,173130
64-64,16,f,0,184723
64-64,16,f,0,173339
64-64,16,f,0,184165
64-64,16,f,0,183746
64-64,16,f,0,173409
64-64,16,f,0,194919
64-64,16,f,0,183536
64-64,16,f,0,182698
64-64,16,f,0,196526
64-64,16,f,0,172990
64-64,16,f,0,202881
64-64,16,f,0,172780
64-64,16,f,0,209028
64-64,16,f,0,192545
64-64,16,f,0,173200
64-64,16,f,0,184513
64-64,16,f,0,173689
64-64,16,f,0,185073
64-64,16,f,0,216360
64-64,16,f,0,174178
64-64,16,f,0,203510
64-64,16,f,0,173199
64-64,16,f,0,183955
64-64,16,f,0,184724
64-64,16,f,0,189193
64-64,16,f,0,184723
64-64,16,f,0,199738
64-64,16,f,0,183536
64-64,16,f,0,173409
64-64,16,f,0,182279
64-64,16,f,0,195618
64-64,16,f,0,172711
64-64,16,f,0,184024
64-64,16,f,0,219992
64-64,16,f,0,172851
64-64,16,f,0,223064
64-64,16,f,0,186958
64-64,16,f,0,184164
64-64,16,f,0,193244
64-64,16,f,0,172571
64-64,16,f,0,184653
64-64,16,f,0,204348
64-64,16,f,0,184304
64-64,16,f,0,196876
64-64,16,f,0,172920
64-64,16,f,0,183815
64-64,16,f,0,242550
64-64,16,f,0,183327
64-64,16,f,0,197085
64-64,16,f,0,192755
64-64,16,f,0,183117
64-64,16,f,0,172850
64-64,16,f,0,183745
64-64,16,f,0,198342
64-64,16,f,0,197294
64-64,16,f,0,208747
64-64,16,f,0,172781
64-64,16,f,0,208469
64-64,16,f,0,191428
64-64,16,f,0,173550
64-64,16,f,0,185212
64-64,16,f,0,172781
64-64,16,f,0,182419
64-64,16,f,0,183536
64-64,16,f,0,184234
64-64,16,f,0,183536
64-64,16,f,0,187866
64-64,16,f,0,182348
64-64,16,f,0,220481
64-64,16,f,0,188495
64-64,16,f,0,183606
64-64,16,f,0,173340
64-64,16,f,0,183745
64-64,16,f,0,184723
64-64,16,f,0,172781
64-64,16,f,0,183885
64-64,16,f,0,173689
64-64,16,f,0,183117
64-64,16,f,0,194990
64-64,16,f,0,173061
64-64,16,f,0,198970
64-64,16,f,0,173409
64-64,16,f,0,183816
64-64,16,f,0,184583
64-64,16,f,0,173339
64-64,16,f,0,205536
64-64,16,f,0,172711
64-64,16,f,0,183396
64-64,16,f,0,221388
64-64,16,f,0,172432
64-64,16,f,0,195967
64-64,16,f,0,172711
64-64,16,f,0,184723
64-64,16,f,0,196386
64-64,16,f,0,193035
64-64,16,f,0,185701
64-64,16,f,0,173060
64-64,16,f,0,183536
64-64,16,f,0,197504
64-64,16,f,0,172921
64-64,16,f,0,184723
64-64,16,f,0,179556
64-64,16,f,0,183536
64-64,16,f,0,199599
64-64,16,f,0,173339
64-64,16,f,0,199459
64-64,16,f,0,173340
64-64,16,f,0,209865
64-64,16,f,0,196596
64-64,16,f,0,173269
64-64,16,f,0,197574
64-64,16,f,0,195199
64-64,16,f,0,192615
64-64,16,f,0,206792
64-64,16,f,0,205256
64-64,16,f,0,186050
64-64,16,f,0,173619
64-64,16,f,0,197922
64-64,16,f,0,184863
64-64,16,f,0,173060
64-64,16,f,0,206233
64-64,16,f,0,173968
64-64,16,f,0,200507
64-64,16,f,0,210494
64-64,16,f,0,172501
64-64,16,f,0,209446
64-64,16,f,0,184025
64-64,16,f,0,184514
64-64,16,f,0,185072
64-64,16,f,0,173200
64-64,16,f,0,184932
64-64,16,f,0,184025
64-64,16,f,0,182698
64-64,16,f,0,222226
64-64,16,f,0,173060
64-64,16,f,0,196806
64-64,16,f,0,173339
64-64,16,f,0,183536
64-64,16,f,0,184514
64-64,16,f,0,172991
64-64,16,f,0,203579
64-64,16,f,0,172920
64-64,16,f,0,184025
64-64,16,f,0,184234
64-64,16,f,0,172850
64-64,16,f,0,184235
64-64,16,f,0,172641
64-64,16,f,0,185003
64-64,16,f,0,192056
64-64,16,f,0,173689
64-64,16,f,0,185422
64-64,16,f,0,172781
64-64,16,f,0,184235
64-64,16,f,0,199529
64-64,16,f,0,172781
64-64,16,f,0,183536
64-64,16,f,0,173130
64-64,16,f,0,184304
64-64,16,f,0,322794
64-64,16,f,0,184933
64-64,16,f,0,183326
64-64,16,f,0,269717
64-64,16,f,0,183326
64-64,16,f,0,183955
64-64,16,f,0,172920
64-64,16,f,0,203649
64-64,16,f,0,173061
64-64,16,f,0,183675
64-64,16,f,0,193941
64-64,16,f,0,173130
64-64,16,f,0,203859
64-64,16,f,0,192825
64-64,16,f,0,183326
64-64,16,f,0,192196
64-64,16,f,0,173619
64-64,16,f,0,185701
64-64,16,f,0,172780
64-64,16,f,0,184304
64-64,16,f,0,191289
64-64,16,f,0,172991
64-64,16,f,0,183745
64-64,16,f,0,172851
64-64,16,f,0,185003
64-64,16,f,0,197015
64-64,16,f,0,194431
64-64,16,f,0,184304
64-64,16,f,0,173270
64-64,16,f,0,184165
64-64,16,f,0,184513
64-64,16,f,0,192406
64-64,16,f,0,196596
64-64,16,f,0,187516
64-64,16,f,0,212868
64-64,16,f,0,205535
64-64,16,f,0,192545
64-64,16,f,0,184513
64-64,16,f,0,295208
64-64,16,f,0,184025
64-64,16,f,0,184933
64-64,16,f,0,173130
64-64,16,f,0,184305
64-64,16,f,0,172781
64-64,16,f,0,193174
64-64,16,f,0,196596
64-64,16,f,0,191777
64-64,16,f,0,185282
64-64,16,f,0,173689
64-64,16,f,0,183117
64-64,16,f,0,183815
64-64,16,f,0,172222
64-64,16,f,0,183606
64-64,16,f,0,216220
64-64,16,f,0,182628
64-64,16,f,0,197644
64-64,16,f,0,172921
64-64,16,f,0,227534
64-64,16,f,0,173410
64-64,16,f,0,198272
64-64,16,f,0,184374
64-64,16,f,0,172920
64-64,16,f,0,184584
64-64,16,f,0,173200
64-64,16,f,0,199040
64-64,16,f,0,216360
64-64,16,f,0,185212
64-64,16,f,0,209097
64-64,16,f,0,193244
64-64,16,f,0,215522
64-64,16,f,0,200088
64-64,16,f,0,187307
64-64,16,f,0,184514
64-64,16,f,0,185142
64-64,16,f,0,185142
64-64,16,f,0,184583
64-64,16,f,0,173200
64-64,16,f,0,183816
64-64,16,f,0,190520
64-64,16,f,0,208398
64-64,16,f,0,197085
64-64,16,f,0,184235
64-64,16,f,0,204208
64-64,16,f,0,173130
64-64,16,f,0,204697
64-64,16,f,0,184444
64-64,16,f,0,184514
64-64,16,f,0,182977
